program,0_-2_0_-1_0,0_-2_-1_-1_0,0_-2_-1_0_-1,1_-3_-1_0_-1,0_-3_-1_0_-1,0_-3_-2_0_-1,1_-3_-1_0_0,0_-2_-1_-1_-1,1_-4_-1_0_-1,1_-2_-1_-1_0,1_-2_-1_-1_-1,1_-3_-2_0_-1,2_-3_-1_0_-1,1_-3_-1_1_-1,0_-2_0_0_0,0_-3_-1_0_0,1_-3_-1_-1_0,1_-4_-2_0_-1,2_-3_-2_0_-1,0_-3_-1_1_-1,2_-3_-1_-1_-1,1_-1_-1_-1_-1,1_-3_-1_-1_-1,0_-3_-1_-1_0,0_-4_-1_0_-1,2_-3_-1_0_0,-1_-2_-1_0_-1,0_-4_-1_1_-1,1_-2_0_-1_0,0_-3_-1_-1_-1,2_-4_-1_0_-1,1_-3_0_-1_0,-1_-3_0_0_-1,0_-3_0_0_0,1_-4_0_0_0,0_-3_0_-1_0,1_-4_-1_0_0,2_-4_-1_0_0,1_-4_-1_1_-1,2_-4_0_0_0,0_-3_0_0_-1,0_-4_0_0_-1,0_-4_0_0_0,1_-5_-1_0_-1,1_-5_-1_1_-1,-1_-3_0_0_0,1_-4_0_-1_0,1_-4_-1_-1_-1,1_-3_0_-1_-1,1_-4_-1_-1_0,1_-5_-1_-1_0,2_-5_-1_0_-1,2_-5_-1_0_0,0_-4_-1_-1_-1,0_-4_0_-1_0,0_-5_0_0_0,0_-3_1_-1_0,-1_-3_0_-1_0,-1_-4_0_0_0,0_-4_0_1_-1,0_-5_0_1_-1,0_-5_-1_1_-1,0_-5_-1_0_-1,1_-4_0_0_-1,1_-5_0_0_0,0_-3_0_-1_-1,1_-5_-1_0_0,-1_-3_1_0_0,0_-4_1_-1_0,1_-4_0_-1_-1,1_-6_-1_0_-1,-1_-4_0_-1_0,0_-5_0_0_-1,0_-4_1_0_0,0_-3_1_0_0,0_-6_-1_1_-1,1_-5_0_-1_0,2_-5_-1_1_-1,2_-6_0_0_0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_580/stochastic-volatility.stan,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,12.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,7.0,7.0,3.0,6.0,0.0,2.0,0.0,2.0,5.0,243.0,0.0,0.0,512.0,5.0,0.0,3.0,0.0,2.0,266.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_228/stochastic-volatility.stan,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,13.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,6.0,9.0,3.0,8.0,0.0,3.0,0.0,2.0,6.0,75.0,0.0,0.0,141.0,6.0,0.0,3.0,0.0,2.0,63.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_88/stochastic-volatility.stan,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,11.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,6.0,7.0,3.0,6.0,0.0,3.0,0.0,2.0,6.0,243.0,0.0,0.0,512.0,6.0,0.0,3.0,0.0,2.0,266.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_543/stochastic-volatility.stan,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,15.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,7.0,7.0,3.0,5.0,0.0,1.0,0.0,2.0,8.0,244.0,0.0,0.0,512.0,4.0,0.0,3.0,0.0,0.0,266.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_20/stochastic-volatility.stan,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,16.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,8.0,4.0,1.0,6.0,0.0,2.0,0.0,0.0,8.0,244.0,0.0,0.0,512.0,7.0,0.0,3.0,0.0,2.0,266.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_93/stochastic-volatility.stan,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,5.0,6.0,2.0,6.0,0.0,1.0,0.0,2.0,5.0,242.0,0.0,0.0,510.0,4.0,0.0,3.0,0.0,2.0,266.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_156/stochastic-volatility.stan,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,11.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,6.0,7.0,3.0,5.0,0.0,1.0,0.0,2.0,6.0,242.0,0.0,0.0,511.0,4.0,0.0,3.0,0.0,1.0,266.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_181/stochastic-volatility.stan,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,11.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,6.0,7.0,3.0,6.0,0.0,1.0,0.0,2.0,6.0,64.0,0.0,0.0,137.0,4.0,0.0,3.0,0.0,2.0,70.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_534/stochastic-volatility.stan,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,11.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,6.0,7.0,3.0,6.0,0.0,2.0,0.0,2.0,6.0,503.0,0.0,0.0,512.0,5.0,0.0,3.0,0.0,2.0,6.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_161/stochastic-volatility.stan,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,10.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,5.0,6.0,3.0,5.0,0.0,1.0,0.0,2.0,6.0,241.0,0.0,0.0,510.0,4.0,0.0,4.0,0.0,2.0,266.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_555/stochastic-volatility.stan,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,11.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,6.0,7.0,3.0,5.0,0.0,2.0,0.0,2.0,6.0,130.0,0.0,0.0,261.0,5.0,0.0,3.0,0.0,2.0,128.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_589/stochastic-volatility.stan,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,12.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,6.0,10.0,3.0,6.0,0.0,2.0,0.0,2.0,6.0,245.0,0.0,0.0,515.0,5.0,0.0,3.0,0.0,2.0,266.0,0.0,6.0,8.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_18/stochastic-volatility.stan,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,7.0,8.0,3.0,9.0,0.0,4.0,0.0,1.0,3.0,75.0,0.0,0.0,141.0,9.0,0.0,3.0,0.0,2.0,63.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_353/stochastic-volatility.stan,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,14.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,7.0,9.0,3.0,7.0,0.0,4.0,0.0,2.0,6.0,124.0,0.0,0.0,266.0,8.0,0.0,3.0,0.0,2.0,138.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_170/stochastic-volatility.stan,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,11.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,6.0,7.0,3.0,6.0,0.0,1.0,0.0,2.0,6.0,20.0,0.0,0.0,43.0,4.0,0.0,3.0,0.0,2.0,20.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_66/stochastic-volatility.stan,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,11.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,6.0,7.0,3.0,6.0,0.0,2.0,0.0,2.0,6.0,39.0,0.0,0.0,74.0,5.0,0.0,3.0,0.0,2.0,32.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_513/stochastic-volatility.stan,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,6.0,6.0,3.0,6.0,0.0,2.0,0.0,1.0,3.0,40.0,0.0,0.0,74.0,5.0,0.0,2.0,0.0,3.0,32.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_473/stochastic-volatility.stan,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,13.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,6.0,9.0,3.0,8.0,0.0,3.0,0.0,2.0,6.0,247.0,0.0,0.0,516.0,6.0,0.0,3.0,0.0,2.0,266.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_592/stochastic-volatility.stan,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,11.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,6.0,7.0,3.0,6.0,0.0,2.0,0.0,2.0,6.0,10.0,0.0,0.0,15.0,5.0,0.0,3.0,0.0,2.0,2.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_247/stochastic-volatility.stan,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,5.0,7.0,0.0,7.0,0.0,3.0,0.0,1.0,5.0,244.0,0.0,0.0,512.0,5.0,0.0,3.0,0.0,2.0,266.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_407/stochastic-volatility.stan,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,11.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,6.0,7.0,3.0,6.0,0.0,2.0,0.0,2.0,6.0,121.0,0.0,0.0,262.0,5.0,0.0,3.0,0.0,2.0,138.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_420/stochastic-volatility.stan,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,11.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,9.0,1.0,6.0,0.0,2.0,1.0,1.0,5.0,243.0,0.0,0.0,512.0,4.0,0.0,3.0,0.0,2.0,266.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
